n,edgeList,queries
,"[39178, 45867, 709465412]","[75645, 42792, 658772407]"
,"[65205, 23356, 788582017]","[89035, 41889, 449512468]"
,"[88546, 2180, 769003669]","[19854, 67250, 490230559]"
,"[95929, 19749, 753224739]","[48792, 8386, 281821297]"
,"[51221, 49397, 395823595]","[30476, 36688, 160158355]"
,"[91217, 52330, 573234880]","[67495, 95938, 464415413]"
,"[50393, 22389, 656738679]","[95665, 54766, 893415863]"
,"[46386, 75333, 890596896]","[8214, 80107, 166062590]"
,"[12347, 18135, 347541008]","[91948, 98800, 831795937]"
,"[58748, 26757, 330763907]","[97498, 14839, 11199136]"
,"[80837, 66483, 636918537]","[22963, 81355, 782883180]"
,"[74121, 21300, 368753642]","[76459, 99549, 337062751]"
,"[42749, 29296, 646761916]","[64479, 17826, 158357577]"
,"[35760, 87970, 467244462]","[80307, 25179, 350565217]"
,"[82349, 83422, 9698530]","[43417, 26505, 993803224]"
,"[58240, 96753, 319826374]","[26564, 92518, 445926714]"
,"[17891, 75934, 925193054]","[88363, 1847, 700026043]"
,"[79669, 2945, 477870741]","[86126, 43860, 235219565]"
,"[35142, 82234, 510220124]","[51970, 82043, 921763054]"
,"[18706, 80916, 442387789]","[79111, 92481, 549689754]"
,"[55450, 77367, 326968136]","[45725, 65449, 878539592]"
,"[8248, 57392, 616429067]","[5632, 36908, 261624507]"
,"[81098, 51951, 520154062]","[518, 85053, 144864936]"
,"[2830, 73719, 4130944]","[83764, 98745, 225093426]"
,"[72515, 78025, 491005308]","[73270, 46934, 997679172]"
,"[40238, 89915, 729839137]","[39134, 41798, 70972552]"
,"[65277, 33411, 600382711]","[40017, 68211, 70271259]"
,"[46129, 89860, 663365140]","[72189, 14320, 310149830]"
,"[74839, 37254, 435539862]","[59543, 95504, 610540216]"
,"[36149, 9865, 546597879]","[17493, 88297, 140674516]"
,"[25367, 79726, 861122323]","[15802, 55481, 848795365]"
,"[66069, 39618, 120843804]","[138, 82209, 838375891]"
,"[53864, 60560, 260416612]","[4225, 74201, 49192877]"
,"[37876, 60074, 557258637]","[93630, 92502, 56171038]"
,"[82564, 45005, 221467716]","[7338, 96469, 228450256]"
,"[52254, 96085, 624407684]","[61049, 65296, 265674053]"
,"[70311, 69889, 114694783]","[92518, 2958, 590458112]"
,"[49914, 38399, 833659308]","[58179, 8752, 85271684]"
,"[76582, 69953, 30015787]","[35698, 8805, 964939113]"
,"[34763, 38012, 339342255]","[23943, 47203, 701497506]"
,"[1294, 79289, 178955494]","[31006, 98494, 576128172]"
,"[86885, 83887, 552729719]","[27580, 76171, 722393654]"
,"[51707, 1299, 350756035]","[64516, 36765, 457701468]"
,"[22400, 15501, 897319882]","[95543, 75698, 392184919]"
,"[4115, 21499, 427855609]","[78236, 56746, 135909538]"
,"[18289, 60120, 41966686]","[32275, 64859, 347025422]"
,"[51997, 52456, 311254114]","[47137, 69378, 963825698]"
,"[72466, 78882, 968227159]","[17921, 21516, 41235787]"
,"[8022, 2369, 901800632]","[36155, 24748, 328504806]"
,"[71350, 23480, 290511131]","[31325, 49189, 284231808]"
,"[70076, 33117, 385010813]","[72121, 29191, 19575133]"
,"[68168, 13680, 826966365]","[86169, 19848, 315507619]"
,"[29024, 71, 597303201]","[31780, 79832, 42452905]"
,"[70729, 75121, 596511376]","[75374, 87281, 233739103]"
,"[24897, 87257, 863823039]","[2052, 48329, 813777847]"
,"[5393, 43238, 518045652]","[84935, 18724, 910088844]"
,"[39992, 87393, 874888609]","[91591, 57797, 976137591]"
,"[70891, 72229, 254435137]","[28716, 34811, 478759786]"
,"[81114, 77988, 791233201]","[80638, 12706, 537886112]"
,"[62092, 34329, 894864549]","[75030, 3639, 188591985]"
,"[97453, 13891, 594135943]","[16918, 38246, 780348717]"
,"[45564, 54525, 929316797]","[73447, 38182, 618105556]"
,"[31006, 1909, 160392679]","[29741, 63774, 32835724]"
,"[58599, 48569, 982686987]","[60104, 90308, 856166843]"
,"[1667, 6192, 678472]","[65046, 36344, 287361643]"
,"[27899, 6019, 729776197]","[18081, 87356, 967984054]"
,"[45208, 94398, 419164471]","[3956, 71566, 295331231]"
,"[99584, 88974, 433036928]","[35467, 37933, 288668379]"
,"[13346, 77617, 954131853]","[4209, 86526, 212716929]"
,"[78176, 46647, 692616428]","[59700, 11161, 60379505]"
,"[26647, 2265, 978351101]","[91464, 98711, 238659685]"
,"[46849, 50777, 314374262]","[65198, 74680, 980157020]"
,"[12725, 73132, 280310222]","[85459, 44515, 674386729]"
,"[74099, 25111, 886339544]","[59588, 10757, 708449754]"
,"[57445, 70957, 714002286]","[21717, 70720, 164640574]"
,"[38560, 56622, 481922714]","[8705, 61756, 926214191]"
,"[74643, 6787, 539720208]","[26884, 99499, 388225019]"
,"[99768, 62895, 981379202]","[24655, 34460, 927837189]"
,"[94504, 2556, 701827400]","[98029, 48023, 887420418]"
,"[15507, 69575, 506917908]","[69315, 10476, 73039937]"
,"[21233, 54322, 942945972]","[50455, 54391, 807392367]"
,"[84245, 4576, 33532964]","[43546, 59532, 664542428]"
,"[14810, 82709, 805435465]","[22661, 63559, 52805917]"
,"[26744, 56063, 399819830]","[69673, 15592, 33128564]"
,"[90168, 16105, 51115958]","[49734, 39697, 247759598]"
,"[30267, 35570, 986697857]","[74374, 41390, 659141162]"
,"[38748, 39716, 270652739]","[43809, 13593, 141459985]"
,"[17239, 78833, 639204956]","[93808, 30131, 440470311]"
,"[5670, 51563, 519635173]","[56672, 90990, 177393757]"
,"[35947, 87197, 368233420]","[30207, 63736, 290836674]"
,"[55304, 73220, 968930547]","[7303, 32968, 35860876]"
,"[52542, 49050, 176989902]","[96955, 52659, 612835177]"
,"[39437, 5061, 405691671]","[84914, 40092, 347730638]"
,"[18581, 16521, 125444348]","[62365, 44651, 683507423]"
,"[42415, 45114, 656358866]","[59603, 9557, 927122425]"
,"[78296, 57172, 936563463]","[46810, 84784, 571043033]"
,"[62611, 17947, 338686489]","[85477, 60418, 830512346]"
,"[55767, 23364, 197822759]","[61077, 2360, 854055095]"
,"[23697, 16368, 653896331]","[99949, 83504, 736709719]"
,"[1037, 43487, 253308410]","[4973, 49205, 626709938]"
,"[28240, 83257, 695265323]","[26671, 45128, 107141307]"
,"[86495, 38652, 471992023]","[60298, 33700, 792507820]"
,"[3853, 33897, 535694032]","[13102, 23500, 435039654]"
,"[40278, 62967, 967190750]","[71488, 32166, 71557570]"
,"[50960, 39790, 581091742]","[66678, 82128, 200553384]"
,"[37823, 89749, 843389164]","[18539, 31332, 727952929]"
,"[42687, 48806, 641332811]","[77960, 73769, 364554699]"
,"[29207, 78745, 469303995]","[16011, 22180, 764487505]"
,"[42763, 22376, 103496797]","[69641, 90476, 233968759]"
,"[30377, 70041, 241832609]","[46537, 26745, 88592242]"
,"[40965, 800, 525165953]","[73173, 41142, 366376351]"
,"[10726, 17980, 308668409]","[65382, 57373, 390988002]"
,"[43649, 95506, 373338051]","[9456, 99747, 789682873]"
,"[28594, 13320, 178481810]","[43491, 38196, 479187654]"
,"[91949, 78110, 60512447]","[26896, 65997, 857185708]"
,"[435, 97127, 267508658]","[85799, 86546, 134800580]"
,"[51693, 16741, 706964541]","[33773, 99908, 963968560]"
,"[24226, 11980, 999136390]","[73487, 35563, 226398867]"
,"[8911, 93995, 836587373]","[46997, 68899, 714806399]"
,"[61905, 31041, 991209419]","[4523, 65102, 155018297]"
,"[83898, 18767, 680008565]","[29985, 10240, 698344865]"
,"[60727, 64835, 168634306]","[64536, 45384, 12196905]"
,"[55784, 35481, 575602612]","[33221, 5549, 858588680]"
,"[84218, 71509, 785449021]","[87962, 14204, 939168280]"
,"[32293, 80935, 372056968]","[88071, 84900, 155360226]"
,"[72834, 42072, 764896625]","[67849, 6497, 663356581]"
,"[88487, 42104, 595007428]","[39369, 63238, 628414290]"
,"[42562, 22409, 194287832]","[29131, 89089, 883505251]"
,"[76605, 87633, 327785296]","[83243, 33725, 912540975]"
,"[22323, 89295, 903766510]","[19326, 577, 375509855]"
,"[45387, 18342, 765366018]","[8614, 84810, 528008491]"
,"[40976, 13291, 436025318]","[59173, 69518, 923869954]"
,"[15159, 65844, 351856327]","[41191, 23315, 412410315]"
,"[64127, 48266, 660295154]","[26405, 60754, 258435499]"
,"[11014, 58802, 71468380]","[7986, 18759, 239023555]"
,"[7174, 44038, 983801933]","[43593, 44780, 962340102]"
,"[6845, 69349, 914483875]","[25110, 24855, 529156840]"
,"[83457, 6181, 390061215]","[17576, 25441, 88024203]"
,"[40437, 78549, 99585412]","[41584, 65518, 961809877]"
,"[33859, 58751, 487594776]","[5747, 24202, 640460820]"
,"[40272, 35290, 506393749]","[66473, 33648, 89656894]"
,"[30188, 47988, 685722216]","[42277, 721, 612554207]"
,"[28157, 46743, 829333769]","[13064, 97659, 145218450]"
,"[18500, 39002, 470685903]","[53691, 12476, 128376991]"
,"[69327, 95918, 798165874]","[32671, 26777, 525022170]"
,"[95977, 38770, 120404020]","[30580, 76016, 657100848]"
,"[60456, 15608, 382689227]","[18802, 226, 112299684]"
,"[76097, 39358, 754118770]","[57263, 2559, 113245971]"
,"[74852, 60222, 214145783]","[33599, 99678, 23208795]"
,"[34073, 37930, 909894595]","[38955, 29624, 57724594]"
,"[79040, 26630, 39349447]","[34161, 33342, 375710152]"
,"[43695, 30325, 524340766]","[89849, 58450, 404570912]"
,"[66918, 70033, 32518456]","[87689, 17657, 219113980]"
,"[29130, 25589, 134015615]","[94795, 91333, 138564135]"
,"[69448, 28543, 452351636]","[26793, 20743, 416621193]"
,"[10898, 8997, 739143300]","[92097, 97261, 32295482]"
,"[26350, 31410, 886372040]","[79338, 8413, 475656924]"
,"[84450, 68310, 986171920]","[31345, 14942, 846199550]"
,"[78757, 23883, 458620918]","[7529, 98779, 565988396]"
,"[4906, 67237, 509419914]","[6179, 77243, 304797733]"
,"[66326, 70116, 955226972]","[48503, 8023, 140314086]"
,"[22948, 72983, 73355225]","[49083, 34849, 602696471]"
,"[46219, 22818, 515309124]","[21581, 73953, 920399783]"
,"[71212, 62287, 210774726]","[85477, 61523, 694352506]"
,"[1263, 37387, 888209894]","[38185, 57283, 676184420]"
,"[72725, 56989, 197519632]","[11712, 49071, 343893932]"
,"[41414, 89688, 67210738]","[84142, 91204, 249489076]"
,"[41085, 23794, 131240386]","[58051, 40846, 959131467]"
,"[58349, 90637, 328274623]","[15645, 7781, 247493977]"
,"[53555, 42823, 893065688]","[1074, 15776, 779510288]"
,"[86624, 27879, 994910038]","[84737, 86633, 924073710]"
,"[42917, 95543, 243123280]","[92463, 12651, 710573627]"
,"[63259, 67090, 53689820]","[28611, 41626, 793835065]"
,"[13307, 67093, 606154168]","[76675, 79109, 791168832]"
,"[14074, 46693, 456185418]","[19703, 18540, 503224148]"
,"[89857, 62700, 201854364]","[82965, 8643, 399267776]"
,"[38343, 36597, 933464466]","[79567, 45099, 523932854]"
,"[50006, 65085, 94083771]","[92580, 51341, 652444508]"
,"[96366, 62808, 475338077]","[54613, 26399, 817904656]"
,"[97295, 49663, 174574610]","[96828, 43327, 304858934]"
,"[77658, 52099, 632273228]","[86365, 88051, 8377460]"
,"[8559, 40683, 241037745]","[29455, 52860, 199741275]"
,"[27512, 51911, 146621293]","[38825, 5020, 575234006]"
,"[77025, 79246, 618036952]","[79809, 55487, 966683071]"
,"[33679, 49292, 675496329]","[92677, 20736, 246285932]"
,"[56362, 34339, 972847878]","[3032, 24538, 849938795]"
,"[44755, 6902, 654543768]","[59928, 11450, 999086111]"
,"[77010, 75381, 629037951]","[92350, 35945, 261535373]"
,"[3800, 90373, 39654583]","[14040, 4317, 40639373]"
,"[14701, 6320, 571516247]","[66647, 17760, 850019357]"
,"[78063, 72627, 365377520]","[19779, 36213, 377840314]"
,"[62874, 29868, 620020887]","[3394, 22540, 768051445]"
,"[2223, 69637, 972725102]","[44453, 79475, 100102743]"
,"[30664, 89621, 761143626]","[24054, 75996, 556465581]"
,"[44614, 21459, 102219859]","[62373, 93247, 232223704]"
,"[92310, 11139, 580145480]","[69584, 35817, 315341037]"
,"[77915, 53686, 712504068]","[44642, 10420, 291605947]"
,"[68428, 38077, 971309116]","[78824, 98971, 948783262]"
,"[37681, 22308, 698523926]","[32400, 13702, 581488957]"
,"[38641, 51100, 297357067]","[66338, 44142, 457803153]"
,"[96485, 67449, 833737961]","[11450, 50490, 774801732]"
,"[67725, 38999, 664918033]","[78795, 86914, 515422893]"
,"[98445, 87817, 660428700]","[99807, 12845, 731318414]"
,"[94921, 60007, 625818534]","[81979, 23134, 330667253]"
,"[48589, 57414, 183284040]","[34101, 37531, 250532524]"
,"[73536, 48619, 884640016]","[29291, 73263, 143249771]"
,"[64261, 43069, 681943572]","[67495, 43317, 302732658]"
,"[93058, 74844, 374230680]","[47684, 71730, 184600150]"
,"[98858, 68144, 135740732]","[86355, 52541, 198280317]"
,"[67936, 97241, 119359158]","[60747, 9765, 361434710]"
,"[77638, 6729, 192360971]","[71546, 73446, 166164412]"
,"[18803, 9366, 473635442]","[89474, 79310, 736100808]"
,"[97673, 76520, 496885596]","[53250, 14995, 815096267]"
,"[95830, 70623, 654126432]","[11812, 68257, 372881042]"
,"[86551, 86844, 908093903]","[3154, 24427, 119016804]"
,"[82732, 9696, 880470109]","[61055, 64732, 63470792]"
,"[18043, 39221, 567812153]","[91680, 29653, 56992927]"
,"[70837, 24580, 686440733]","[45685, 35031, 269615615]"
,"[79748, 59225, 964986478]","[45979, 85582, 605968470]"
,"[10741, 60571, 15449753]","[37472, 2051, 428350302]"
,"[43013, 98384, 623413962]","[37692, 49033, 132208517]"
,"[69352, 39223, 983444515]","[18351, 42747, 593780781]"
,"[34431, 43087, 870681343]","[13766, 82078, 322519587]"
,"[12960, 34848, 853415403]","[36990, 44446, 278318944]"
,"[27015, 55765, 532940742]","[19310, 23319, 53423565]"
,"[99686, 20955, 561644585]","[32398, 37341, 959343053]"
,"[51277, 68599, 112540122]","[2601, 95224, 326692646]"
,"[10878, 23884, 779664825]","[116, 16158, 69732156]"
,"[28526, 83649, 31873935]","[82363, 28569, 816796666]"
,"[27514, 69227, 539853220]","[40607, 79090, 654369065]"
,"[44789, 98564, 466452153]","[63897, 51530, 169622247]"
,"[70303, 14952, 832537217]","[18089, 33708, 374528693]"
,"[10736, 75775, 263884605]","[93618, 50106, 592510084]"
,"[79921, 64446, 895814381]","[98082, 64298, 549478178]"
,"[70617, 10457, 295388778]","[95259, 90883, 915317016]"
,"[44113, 75554, 12193967]","[12800, 86108, 908961788]"
,"[2970, 96716, 853546169]","[90114, 3262, 342467301]"
,"[80897, 86073, 984535222]","[37229, 3327, 961716787]"
,"[94389, 75085, 676752673]","[36866, 57592, 538122033]"
,"[21879, 13810, 478131747]","[76178, 40264, 673813399]"
,"[61343, 75640, 50459505]","[25246, 76614, 192895987]"
,"[48549, 41369, 158706513]","[65661, 24690, 924492897]"
,"[73436, 55735, 992794224]","[79844, 17328, 539560621]"
,"[55438, 76703, 223043928]","[43121, 85826, 997860820]"
,"[28968, 48977, 96025018]","[29223, 68848, 508837078]"
,"[82313, 86113, 336168131]","[946, 28525, 532475590]"
,"[97584, 66137, 578168143]","[41285, 1705, 939604337]"
,"[98416, 2708, 810185626]","[87550, 59406, 516645213]"
,"[94622, 60906, 804235049]","[84152, 21530, 525129303]"
,"[1558, 87678, 341897556]","[76750, 75938, 13245347]"
,"[25579, 16585, 722987466]","[73560, 65752, 709338064]"
,"[51716, 2618, 801149699]","[12767, 1847, 613834714]"
,"[97571, 15930, 130846758]","[13912, 15136, 861138310]"
,"[75454, 31605, 845319145]","[57590, 53061, 138041138]"
,"[76610, 10462, 11204747]","[89892, 50455, 689539376]"
,"[32587, 69813, 134915900]","[31512, 94598, 511195947]"
,"[75170, 62168, 330040080]","[66630, 81404, 197091972]"
,"[17616, 84714, 930010279]","[83847, 1262, 42963038]"
,"[41307, 45817, 130204710]","[12392, 88557, 15823182]"
,"[31896, 94831, 458049582]","[79177, 12038, 620772724]"
,"[5539, 75231, 63426794]","[40416, 2373, 623398221]"
,"[90450, 69614, 352284062]","[25083, 96141, 776906849]"
,"[70125, 13246, 918677675]","[54156, 65705, 350812818]"
,"[65835, 94002, 132088440]","[14414, 31448, 301735968]"
,"[5598, 37146, 351908446]","[79259, 70238, 174819026]"
,"[7994, 17777, 321410505]","[64848, 26314, 292533887]"
,"[27810, 93668, 495036361]","[77873, 17239, 675945401]"
,"[27077, 52489, 74817033]","[75063, 88604, 331532451]"
,"[44990, 91378, 853705031]","[34165, 54359, 858940628]"
,"[69590, 65036, 220805968]","[86365, 34672, 736101401]"
,"[49691, 99290, 431705401]","[27119, 95335, 635615523]"
,"[18331, 57654, 84681610]","[77900, 35686, 303621504]"
,"[28446, 90466, 374391182]","[80758, 94174, 770537452]"
,"[66801, 94453, 643798261]","[79071, 86932, 508691882]"
,"[52552, 74494, 263438296]","[68834, 4439, 874446256]"
,"[27392, 46298, 259839606]","[37447, 71663, 949983317]"
,"[81091, 7910, 756251950]","[9163, 1337, 646708985]"
,"[932, 82133, 358483100]","[6540, 45506, 895598047]"
,"[71375, 42173, 938251848]","[55563, 45117, 319573484]"
,"[98471, 56387, 97009971]","[49546, 30417, 446352788]"
,"[48066, 82951, 313423928]","[33742, 11152, 932197561]"
,"[59029, 87249, 264473630]","[79025, 81090, 798950422]"
,"[11265, 85283, 358965045]","[53515, 53735, 683249234]"
,"[50572, 49227, 257063231]","[38852, 48790, 390904237]"
,"[76648, 63877, 609992543]","[84227, 36153, 772265400]"
,"[24371, 46801, 372284925]","[29327, 54930, 681671594]"
,"[15163, 13272, 407840274]","[63715, 14447, 53314541]"
,"[38034, 32256, 421859611]","[65032, 62889, 8976338]"
,"[88977, 80405, 45727806]","[16163, 62592, 480632182]"
,"[86510, 17566, 900138349]","[7736, 10384, 548026698]"
,"[66592, 31455, 506308773]","[12935, 95401, 196529396]"
,"[63721, 23817, 490631013]","[29569, 34956, 736498697]"
,"[3692, 20762, 584869610]","[39525, 88236, 447421897]"
,"[77922, 55289, 822174128]","[50082, 43699, 602905894]"
,"[85217, 49572, 440083003]","[75700, 8719, 192751503]"
,"[614, 44972, 981520924]","[26331, 84667, 586719411]"
,"[32685, 38664, 190148049]","[62208, 10787, 634504130]"
,"[68319, 10775, 405564082]","[59567, 24530, 487281425]"
,"[33408, 33610, 73753178]","[52075, 79857, 499021906]"
,"[92378, 89516, 442605688]","[52412, 61846, 818559700]"
,"[10032, 4582, 959175019]","[68194, 36812, 935770375]"
,"[13741, 81717, 747934044]","[14452, 87087, 164429539]"
,"[60532, 42379, 681402996]","[32723, 14727, 362893854]"
,"[26835, 43877, 574895556]","[49171, 13871, 72897013]"
,"[83206, 39270, 439799005]","[80470, 90189, 241968196]"
,"[34812, 5616, 400833164]","[28711, 36668, 573891534]"
,"[16310, 4911, 202839900]","[40185, 52288, 238144351]"
,"[87723, 73428, 587189613]","[58890, 7397, 989271301]"
,"[160, 17743, 526579043]","[88206, 5349, 291809270]"
,"[28048, 1084, 283530941]","[90513, 34316, 755431592]"
,"[18705, 63780, 450647758]","[54227, 35568, 819697628]"
,"[27332, 55341, 144225975]","[99178, 94976, 102282867]"
,"[66730, 13428, 282713133]","[75793, 69732, 922314774]"
,"[83068, 33969, 726313555]","[86717, 91352, 15909128]"
,"[35466, 59413, 124617664]","[69325, 9249, 942046495]"
,"[69319, 98956, 621708989]","[47416, 50215, 922031463]"
,"[30135, 77591, 340363837]","[40783, 31005, 884489146]"
,"[27710, 2832, 617771419]","[77734, 93588, 180903691]"
,"[53970, 75383, 856081238]","[12790, 13727, 630484930]"
,"[5885, 54839, 531821224]","[24072, 13312, 222217289]"
,"[52708, 34095, 746435812]","[29081, 7905, 662556678]"
,"[99112, 86412, 923704727]","[14382, 79905, 744138477]"
,"[79536, 82142, 743088833]","[6791, 50656, 524853118]"
,"[471, 74667, 186509386]","[58064, 33593, 404735316]"
,"[22692, 66277, 576149520]","[65661, 93581, 948803066]"
,"[36466, 80434, 546692981]","[6709, 26612, 854333039]"
,"[59551, 35339, 935410344]","[79535, 88, 510319510]"
,"[41930, 98880, 376459252]","[83947, 45886, 438553508]"
,"[14665, 92656, 254615841]","[16333, 11993, 235548407]"
,"[43076, 70469, 803820958]","[67499, 86405, 970100785]"
,"[59464, 17797, 908233434]","[91703, 82250, 618576646]"
,"[64351, 16159, 486955609]","[5422, 87417, 841915158]"
,"[34849, 25761, 22841696]","[87246, 40101, 789191166]"
,"[84122, 55681, 865483264]","[7708, 53704, 156326073]"
,"[72456, 73393, 128653760]","[54638, 63984, 982470136]"
,"[13848, 99294, 412045694]","[39633, 77220, 83986806]"
,"[35519, 94482, 822128259]","[57987, 36530, 743884193]"
,"[4602, 26620, 327563058]","[47550, 42184, 309755738]"
,"[27297, 77417, 541033588]","[54070, 67454, 85888232]"
,"[99615, 68513, 967598004]","[44346, 78464, 857229415]"
,"[8520, 66487, 529803186]","[42524, 57765, 941156970]"
,"[26941, 71876, 504544065]","[52022, 81283, 441675778]"
,"[58089, 85445, 802528482]","[21309, 46255, 550016838]"
,"[47073, 67104, 238848175]","[49391, 55108, 730257985]"
,"[95983, 30675, 230262924]","[49580, 25359, 788723558]"
,"[53045, 37219, 817097059]","[4391, 33009, 784126574]"
,"[62245, 58917, 14951383]","[76093, 56678, 849940130]"
,"[32908, 12359, 249696698]","[89821, 50435, 775861162]"
,"[94038, 1104, 649659823]","[12706, 69674, 679786244]"
,"[1632, 81617, 980481245]","[7652, 29854, 857803106]"
,"[14774, 45758, 207233661]","[19664, 3721, 875398279]"
,"[67194, 83481, 937749911]","[46532, 28128, 780271546]"
,"[54936, 3039, 200027051]","[6297, 50290, 976795475]"
,"[71427, 16740, 425092246]","[40199, 74072, 34032620]"
,"[17464, 45702, 284012627]","[65701, 44920, 542851479]"
,"[21870, 5179, 991954588]","[91662, 96363, 491223310]"
,"[34336, 8889, 703525068]","[75156, 33898, 963911491]"
,"[22332, 30493, 960396224]","[11947, 98578, 320178825]"
,"[11140, 80112, 37420127]","[66570, 5362, 31565228]"
,"[94917, 85507, 382358909]","[67633, 28225, 32794202]"
,"[59009, 60532, 143828266]","[19083, 95020, 684827633]"
,"[959, 35196, 813855410]","[35505, 72415, 743329612]"
,"[36634, 8688, 21131528]","[70007, 99626, 935715124]"
,"[7418, 92704, 741033556]","[60148, 55110, 316675036]"
,"[64847, 90369, 635188229]","[50667, 12219, 90982342]"
,"[92294, 35666, 107057193]","[30205, 21433, 612455357]"
,"[74059, 28192, 171327358]","[67747, 72422, 227171359]"
,"[35484, 48658, 838359481]","[26714, 28696, 457973768]"
,"[31483, 72199, 690680726]","[16103, 53486, 474516461]"
,"[9867, 7798, 667206153]","[97986, 77143, 63155643]"
,"[63271, 93662, 661559867]","[2632, 62131, 673261011]"
,"[40575, 12948, 681065610]","[97703, 8350, 990582065]"
,"[18932, 18900, 806007367]","[10325, 96750, 937075489]"
,"[36313, 71301, 499951474]","[62811, 58097, 759356319]"
,"[3691, 76989, 784035307]","[44422, 66829, 28562451]"
,"[96387, 73140, 509672433]","[20947, 94280, 112302454]"
,"[19794, 97571, 418517278]","[70170, 68967, 823440225]"
,"[33522, 75279, 436877464]","[26392, 35604, 188838218]"
,"[26828, 24029, 190542003]","[87029, 74615, 36253169]"
,"[48915, 10240, 532585516]","[27991, 69768, 12637477]"
,"[39131, 18894, 199202914]","[53376, 76067, 869105915]"
,"[37960, 1833, 284557400]","[48216, 11915, 215947386]"
,"[90950, 84631, 723110310]","[11840, 79808, 739460497]"
,"[28047, 22595, 450129769]","[14644, 11561, 527458063]"
,"[13065, 14140, 572915780]","[52307, 78744, 995723682]"
,"[81508, 6765, 38059896]","[29228, 13997, 934898692]"
,"[25220, 40039, 410783463]","[14999, 4396, 243243558]"
,"[68922, 56573, 106533186]","[14300, 82963, 15700024]"
,"[90117, 50001, 230975007]","[2473, 22126, 946437615]"
,"[6587, 62244, 12884053]","[51176, 62189, 639979561]"
,"[19570, 71585, 428805553]","[74424, 26337, 337895203]"
,"[58805, 91024, 700936213]","[91035, 60692, 33625524]"
,"[22260, 7351, 998544541]","[14525, 87651, 723399860]"
,"[19850, 4606, 34142339]","[58663, 56879, 746772530]"
,"[77929, 43938, 836909586]","[27329, 10600, 989867809]"
,"[30991, 51239, 959133319]","[88911, 76301, 509406412]"
,"[54277, 94560, 145537072]","[53996, 9454, 211847866]"
,"[9185, 74873, 386966859]","[68561, 51490, 870656798]"
,"[25767, 53643, 583794891]","[87005, 74777, 939667870]"
,"[76466, 4086, 10712074]","[8057, 96782, 406289144]"
,"[44428, 60928, 510882152]","[2613, 15242, 535913426]"
,"[79287, 41024, 32239175]","[39772, 21342, 649589824]"
,"[7855, 12554, 531430074]","[5284, 95015, 894371485]"
,"[31902, 17899, 358134078]","[50885, 17023, 627544796]"
,"[73804, 1615, 27913920]","[70017, 12139, 272699306]"
,"[60475, 28336, 660711936]","[42273, 12162, 45448670]"
,"[60486, 11727, 203481117]","[41689, 76676, 406322355]"
,"[98649, 4536, 702601351]","[16789, 45398, 285992642]"
,"[59175, 22500, 172064672]","[86908, 39501, 970048829]"
,"[12258, 14307, 219251481]","[75853, 3866, 588919603]"
,"[70849, 49895, 608136912]","[83585, 63263, 597706284]"
,"[5407, 97418, 546873985]","[5839, 9333, 340562707]"
,"[61946, 9905, 703393215]","[65845, 66858, 281703489]"
,"[51098, 64961, 153045845]","[71696, 2962, 938034745]"
,"[24331, 15722, 26791709]","[13746, 33131, 56853996]"
,"[33277, 41446, 934304398]","[66394, 3279, 635209154]"
,"[93053, 36612, 798307197]","[77564, 8943, 146946489]"
,"[53413, 14663, 532552286]","[88046, 43255, 13306072]"
,"[14543, 74642, 179512316]","[29609, 61035, 356693116]"
,"[71717, 8965, 508911743]","[38950, 43598, 59693739]"
,"[824, 59609, 275774831]","[48514, 71784, 47936647]"
,"[40159, 32096, 437079840]","[87590, 73356, 61753518]"
,"[7050, 18966, 885893443]","[14016, 43573, 396831440]"
,"[29567, 99559, 323770080]","[87375, 41042, 368158156]"
,"[38421, 17268, 197211079]","[83347, 11328, 269425531]"
,"[47257, 18903, 99689380]","[80912, 6208, 682489224]"
,"[84927, 52076, 16532142]","[25871, 33442, 526436041]"
,"[18883, 44868, 194437161]","[74112, 38004, 510301252]"
,"[28137, 77032, 289779407]","[59842, 49321, 298123241]"
,"[99002, 10784, 152381223]","[52928, 28969, 531272681]"
,"[96019, 87073, 784288270]","[62848, 19431, 146460456]"
,"[2230, 76459, 291625250]","[64668, 37047, 342568788]"
,"[39988, 97243, 884003953]","[10994, 85421, 858956032]"
,"[58468, 62188, 948438228]","[61307, 59365, 420205244]"
,"[23631, 49260, 662524553]","[31506, 5188, 306904471]"
,"[2962, 27294, 724134646]","[79406, 31123, 68849387]"
,"[23937, 55137, 688862070]","[44132, 25478, 122704084]"
,"[81986, 46284, 339094405]","[11141, 33243, 112049464]"
,"[12369, 29445, 991009219]","[17675, 84861, 262083101]"
,"[17111, 61646, 439133877]","[30727, 14380, 505690088]"
,"[10341, 85399, 499954259]","[89515, 28014, 573343888]"
,"[78994, 39335, 773308961]","[83161, 28460, 427362470]"
,"[73032, 3159, 727059837]","[82093, 38557, 919226489]"
,"[17555, 35435, 370383381]","[16561, 82413, 938297334]"
,"[90707, 47066, 627436867]","[66585, 42949, 963557521]"
,"[70785, 45974, 120201919]","[42117, 10483, 340220916]"
,"[50104, 4856, 141103891]","[29355, 85767, 772292233]"
,"[13863, 13933, 617371984]","[7319, 99054, 456161892]"
,"[87479, 14475, 343242123]","[25176, 25400, 857138776]"
,"[70388, 76210, 990191126]","[94609, 62447, 532920908]"
,"[11916, 22377, 864816573]","[31334, 13426, 590114206]"
